COSC 473-001,Software Engineer Practice,08:00 - 09:15am,TR
COSC 101-001,Computer Literacy,09:30 - 10:45am,TR
COSC 101-002,Computer Literacy,11:00 - 12:15pm,TR
COSC 101-003,Computer Literacy,12:30 - 01:45pm,TR
COSC 101-004,Computer Literacy,02:00 - 03:15pm,TR
COSC 101-005,Computer Literacy,03:30 - 04:45pm,TR
COSC 101-006,Computer Literacy,12:20 - 01:10pm,MWF
COSC 101-007,Computer Literacy,01:25 - 02:15pm,MWF
