COSC 473-001,Software Engineer Practice,8:00 AM,9:15 AM,TR
COSC 101-001,Computer Literacy,9:30 AM,10:45 AM,TR
COSC 101-002,Computer Literacy,11:00 AM,12:15 PM,TR
COSC 101-003,Computer Literacy,12:30 PM,1:45 PM,TR
COSC 101-004,Computer Literacy,2:00 PM,3:15 PM,TR
COSC 101-005,Computer Literacy,3:30 PM,4:45 PM,TR
COSC 101-006,Computer Literacy,12:20 PM,1:10 PM,MWF
COSC 101-007,Computer Literacy,1:25 PM,2:15 PM,MWF
