COSC 473-001,Software Engineer Practice,08:00AM - 09:15AM,TR
COSC 101-001,Computer Literacy,09:30AM - 10:45AM,TR
COSC 101-002,Computer Literacy,11:00AM - 12:15PM,TR
COSC 101-003,Computer Literacy,12:30PM - 01:45PM,TR
COSC 101-004,Computer Literacy,02:00PM - 03:15PM,TR
COSC 101-005,Computer Literacy,03:30PM - 04:45PM,TR
COSC 101-006,Computer Literacy,12:20PM - 01:10PM,MWF
COSC 101-007,Computer Literacy,01:25PM - 02:15PM,MWF
